lat,lon
42.063835,-79.47522
42.064114,-78.973015
42.064377,-80.272255
42.064404,-79.7409
42.064583,-80.00658
42.065037,-78.73648
42.06508,-80.83278
42.06541,-79.23869
42.065655,-78.49994
42.065968,-78.2634
42.06597,-78.026855
42.0661,-80.5671
42.066322,-79.50437
42.066677,-79.00215
42.066734,-80.30142
42.066845,-79.77005
42.066982,-80.035736
42.06735,-80.86195
42.067642,-78.76561
42.067932,-79.26783
42.0683,-78.52907
42.068413,-80.596275
42.068645,-78.29252
42.06869,-78.05597
42.0688,-79.533516
42.069088,-80.33059
42.06924,-79.03129
42.069286,-79.79921
42.06938,-80.064896
42.069614,-80.891136
42.07024,-78.79474
42.070454,-79.296974
42.07072,-80.62545
42.070934,-78.55819
42.07128,-79.56267
42.071323,-78.32163
42.071404,-78.085075
42.071438,-80.35976
42.07172,-79.82836
42.071774,-80.09406
42.071796,-79.060425
42.071873,-80.92032
42.072834,-78.823875
42.072968,-79.32612
42.07302,-80.654625
42.073566,-78.58732
42.073753,-79.59182
42.073784,-80.38893
42.073994,-78.35075
42.074112,-78.11419
42.07413,-80.94951
42.07415,-79.85752
42.07416,-80.12322
42.07435,-79.08957
42.07532,-80.68381
42.075424,-78.853004
42.075478,-79.35527
42.076126,-80.4181
42.076195,-78.61644
42.07622,-79.62097
42.07638,-80.97869
42.07654,-80.15239
42.076576,-79.88668
42.076656,-78.379875
42.076813,-78.14331
42.076897,-79.118706
42.077614,-80.71298
42.077984,-79.384415
42.07801,-78.88214
42.07846,-80.44727
42.078682,-79.65013
42.07882,-78.64557
42.078922,-80.18156
42.078995,-79.91585
42.07932,-78.409
42.07944,-79.14785
42.079514,-78.172424
42.079903,-80.742165
42.080486,-79.41357
42.080593,-78.91128
42.08079,-80.47645
42.081142,-79.67928
42.081295,-80.21073
42.08141,-79.94501
42.081436,-78.674706
42.081974,-78.438126
42.081978,-79.176994
42.082188,-80.77135
42.082207,-78.201546
42.08298,-79.44272
42.08312,-80.50562
42.083168,-78.940414
42.083595,-79.70844
42.083664,-80.2399
42.083824,-79.974174
42.08405,-78.703835
42.084465,-80.80053
42.084515,-79.20614
42.084625,-78.46725
42.084896,-78.23066
42.08544,-80.534805
42.085472,-79.47187
42.08574,-78.96956
42.08603,-80.26907
42.086044,-79.7376
42.086227,-80.003334
42.08666,-78.73297
42.08674,-80.82972
42.087044,-79.23529
42.087273,-78.496376
42.08758,-78.25979
42.08758,-78.02319
42.087757,-80.56398
42.08796,-79.50102
42.088306,-78.998695
42.088387,-80.29824
42.08849,-79.76676
42.08863,-80.0325
42.08901,-80.8589
42.089264,-78.76211
42.089565,-79.264435
42.089916,-78.525505
42.09007,-80.59316
42.09026,-78.28891
42.0903,-78.05231
42.09044,-79.530174
42.09074,-80.327415
42.09087,-79.02784
42.090927,-79.79592
42.091026,-80.06167
42.091274,-80.88809
42.091866,-78.791245
42.092087,-79.29359
42.092377,-80.622345
42.092552,-78.55464
42.09292,-79.55933
42.092937,-78.31803
42.093014,-78.08143
42.09309,-80.3566
42.09336,-79.82509
42.093422,-80.09084
42.093426,-79.056984
42.093536,-80.91728
42.09446,-78.82038
42.0946,-79.32274
42.09468,-80.65153
42.09519,-78.58377
42.09539,-79.58849
42.095436,-80.38577
42.095608,-78.34716
42.095722,-78.11054
42.09579,-80.94647
42.09579,-79.85425
42.095806,-80.12001
42.095978,-79.08613
42.096977,-80.68071
42.09705,-78.84952
42.09711,-79.35189
42.09778,-80.41495
42.097816,-78.61291
42.09786,-79.61765
42.09804,-80.97566
42.09819,-80.149185
42.098217,-79.883415
42.098274,-78.37629
42.098423,-78.13967
42.098526,-79.11528
42.09927,-80.7099
42.099617,-79.38104
42.099636,-78.87866
42.100113,-80.44413
42.100323,-79.64681
42.100437,-78.642044
42.10057,-80.17836
42.10064,-79.91258
42.100933,-78.40542
42.10107,-79.144424
42.101124,-78.16879
42.10156,-80.73908
42.10212,-79.4102
42.10222,-78.90781
42.102444,-80.47331
42.10278,-79.67597
42.102943,-80.207535
42.103054,-79.94176
42.103058,-78.67118
42.103592,-78.43455
42.103607,-79.17358
42.103817,-78.197914
42.103844,-80.76827
42.104614,-79.439354
42.10477,-80.502495
42.104794,-78.93695
42.105232,-79.70514
42.105312,-80.23671
42.105465,-79.970924
42.10567,-78.70032
42.106125,-80.79746
42.106144,-79.20273
42.106243,-78.46368
42.106506,-78.22704
42.107094,-80.53168
42.107105,-79.46851
42.107365,-78.966095
42.107677,-80.265884
42.10768,-79.73431
42.107872,-80.0001
42.10828,-78.729454
42.1084,-80.82665
42.108673,-79.23188
42.10889,-78.49281
42.109188,-78.01952
42.10919,-78.25617
42.10941,-80.56086
42.109592,-79.49767
42.109932,-78.99524
42.110035,-80.29507
42.110126,-79.76347
42.110275,-80.02927
42.11067,-80.85585
42.110886,-78.7586
42.1112,-79.26104
42.11153,-78.52195
42.11172,-80.59005
42.111874,-78.2853
42.111908,-78.048645
42.112076,-79.52683
42.112392,-80.32425
42.112495,-79.02439
42.112568,-79.79264
42.11267,-80.05844
42.112934,-80.88504
42.113483,-78.78774
42.113716,-79.29019
42.11403,-80.61924
42.11417,-78.55109
42.114548,-78.31443
42.11455,-79.556
42.11462,-78.077774
42.114742,-80.35343
42.115,-79.82181
42.11505,-79.05354
42.115067,-80.087616
42.115192,-80.91424
42.11608,-78.81689
42.116234,-79.31935
42.116333,-80.64843
42.116802,-78.58022
42.117027,-79.58516
42.117085,-80.382614
42.117218,-78.34356
42.11733,-78.106895
42.11743,-79.85098
42.11745,-80.94343
42.117455,-80.1168
42.117603,-79.082695
42.118633,-80.67762
42.11867,-78.84603
42.118744,-79.34851
42.119427,-80.4118
42.11943,-78.60937
42.119495,-79.61433
42.1197,-80.972626
42.119835,-80.14597
42.119858,-79.88015
42.119884,-78.372696
42.120033,-78.136024
42.12015,-79.11185
42.120926,-80.70681
42.12125,-79.37767
42.121258,-78.87518
42.121765,-80.44099
42.121956,-79.64349
42.122055,-78.638504
42.122215,-80.175156
42.12228,-79.909325
42.122547,-78.40183
42.122696,-79.141
42.12273,-78.16515
42.123215,-80.736
42.12375,-79.40683
42.12384,-78.90433
42.124096,-80.47017
42.124416,-79.67266
42.124588,-80.20434
42.124676,-78.66765
42.124695,-79.9385
42.125202,-78.43097
42.125237,-79.17016
42.125427,-78.19429
42.1255,-80.7652
42.126247,-79.436
42.126415,-78.93348
42.126423,-80.49936
42.12687,-79.701836
42.126957,-80.23352
42.127106,-79.967674
42.12729,-78.69679
42.12777,-79.19932
42.127777,-80.794395
42.127853,-78.460106
42.128117,-78.22342
42.12874,-79.46516
42.128742,-80.52855
42.128986,-78.96263
42.12932,-79.731
42.129322,-80.2627
42.129513,-79.99686
42.129898,-78.725945
42.130054,-80.82359
42.1303,-79.22848
42.1305,-78.48925
42.13079,-78.015854
42.130802,-78.252556
42.13106,-80.55774
42.131226,-79.49432
42.131554,-78.99178
42.131683,-80.291885
42.131763,-79.76018
42.131916,-80.02603
42.132324,-80.85279
42.132504,-78.75509
42.132824,-79.25764
42.133144,-78.51839
42.133373,-80.58694
42.13348,-78.281685
42.13351,-78.04498
42.13371,-79.52349
42.134037,-80.321075
42.134117,-79.02094
42.134205,-79.78935
42.134315,-80.055214
42.13459,-80.88199
42.135105,-78.78424
42.135345,-79.2868
42.13568,-80.61613
42.135784,-78.54753
42.136158,-78.31083
42.136185,-79.55266
42.136223,-78.07412
42.136387,-80.350266
42.13664,-79.81853
42.136673,-79.050095
42.136707,-80.0844
42.13685,-80.911194
42.1377,-78.81339
42.13786,-79.31596
42.137985,-80.645325
42.138416,-78.576675
42.138657,-79.58183
42.138733,-80.379456
42.13883,-78.339966
42.13893,-78.10325
42.13907,-79.8477
42.139095,-80.11358
42.139107,-80.94039
42.13923,-79.079254
42.14028,-80.67452
42.14029,-78.842545
42.14037,-79.34512
42.141045,-78.60583
42.141075,-80.408646
42.141125,-79.611
42.141357,-80.9696
42.14148,-80.14276
42.141495,-79.876884
42.141495,-78.3691
42.141636,-78.132385
42.141777,-79.10841
42.14258,-80.70372
42.142876,-79.37429
42.142876,-78.8717
42.14341,-80.437836
42.14359,-79.640175
42.143604,-80.9988
42.14367,-78.63497
42.143856,-80.17195
42.143917,-79.90607
42.144157,-78.39825
42.14432,-79.13757
42.144337,-78.16152
42.144867,-80.73292
42.14538,-79.40346
42.14546,-78.90085
42.14574,-80.46703
42.14605,-79.66935
42.146233,-80.20114
42.14629,-78.66412
42.14633,-79.93524
42.146812,-78.42739
42.14686,-79.16674
42.14703,-78.19066
42.147152,-80.76212
42.147873,-79.43263
42.148033,-78.93001
42.148067,-80.49622
42.148502,-79.698524
42.1486,-80.23032
42.148746,-79.964424
42.148903,-78.693275
42.149395,-79.1959
42.14943,-80.79132
42.149464,-78.456535
42.14972,-78.219795
42.150368,-79.4618
42.15039,-80.52542
42.150608,-78.95917
42.15095,-79.72771
42.150967,-80.25952
42.151154,-79.993614
42.151512,-78.72243
42.151707,-80.820526
42.151924,-79.22507
42.15211,-78.48568
42.152393,-78.012184
42.152405,-78.24893
42.15271,-80.55462
42.152855,-79.490974
42.153175,-78.98833
42.153324,-80.28871
42.153397,-79.75688
42.153553,-80.0228
42.153976,-80.84973
42.154118,-78.75158
42.15445,-79.254234
42.154755,-78.51483
42.15502,-80.58382
42.155087,-78.278076
42.15511,-78.04132
42.15534,-79.52015
42.15568,-80.3179
42.155735,-79.01749
42.155838,-79.786064
42.155952,-80.05199
42.156242,-80.87894
42.15672,-78.78073
42.156967,-79.2834
42.15733,-80.61302
42.157394,-78.543976
42.15776,-78.30722
42.157814,-79.549324
42.157825,-78.07046
42.15803,-80.3471
42.15827,-79.81525
42.158295,-79.046646
42.158344,-80.08117
42.158504,-80.90814
42.159313,-78.80989
42.159485,-79.31257
42.159634,-80.64222
42.160027,-78.57313
42.160286,-79.5785
42.160378,-80.37629
42.160435,-78.336365
42.160534,-78.0996
42.160706,-79.84443
42.160732,-80.11036
42.16076,-80.937355
42.160847,-79.07581
42.161907,-78.83905
42.16193,-80.671425
42.161995,-79.34174
42.162655,-78.60228
42.16272,-80.40549
42.162758,-79.60767
42.16301,-80.96656
42.1631,-78.36551
42.163116,-80.13955
42.16313,-79.87361
42.16324,-78.12874
42.1634,-79.10498
42.164227,-80.70063
42.164494,-78.86821
42.1645,-79.37092
42.165054,-80.434685
42.16522,-79.636856
42.165257,-80.99577
42.16528,-78.63144
42.165497,-80.16875
42.16555,-79.9028
42.165764,-78.39466
42.16594,-79.13415
42.16594,-78.15788
42.166515,-80.729836
42.167004,-79.40009
42.167072,-78.89737
42.167385,-80.46389
42.16768,-79.66604
42.16787,-80.19794
42.1679,-78.66059
42.16797,-79.93199
42.16842,-78.423805
42.16848,-79.163315
42.168633,-78.18703
42.1688,-80.75904
42.169502,-79.42927
42.16965,-78.92654
42.169712,-80.49309
42.170135,-79.69522
42.17024,-80.227135
42.17038,-79.961174
42.170513,-78.68975
42.171017,-79.19248
42.171074,-78.45296
42.17108,-80.788246
42.17132,-78.21617
42.171993,-79.45844
42.172035,-80.52229
42.172222,-78.955696
42.172585,-79.7244
42.172604,-80.25633
42.172787,-79.990364
42.173126,-78.71891
42.173355,-80.81746
42.173546,-79.22166
42.17372,-78.48211
42.173992,-78.008514
42.174007,-78.245316
42.174355,-80.5515
42.17448,-79.48762
42.17479,-78.98486
42.174965,-80.28553
42.17503,-79.753586
42.17519,-80.01956
42.175625,-80.84667
42.17573,-78.74807
42.17607,-79.25083
42.176365,-78.51127
42.176666,-80.5807
42.17669,-78.27446
42.17671,-78.03766
42.176964,-79.5168
42.177322,-80.31473
42.177353,-79.01403
42.177467,-79.782776
42.17759,-80.04875
42.17789,-80.875885
42.17833,-78.77723
42.178593,-79.28001
42.178974,-80.60991
42.179,-78.54042
42.179367,-78.30361
42.179424,-78.0668
42.17944,-79.54598
42.179672,-80.343925
42.179905,-79.811966
42.179913,-79.0432
42.17998,-80.07795
42.180153,-80.9051
42.180927,-78.80639
42.181107,-79.30918
42.18128,-80.639114
42.181637,-78.56958
42.181915,-79.575165
42.18202,-80.37313
42.182037,-78.33276
42.182133,-78.09595
42.182335,-79.841156
42.18237,-80.10714
42.18241,-80.93431
42.182465,-79.07237
42.183517,-78.835556
42.18358,-80.66833
42.183617,-79.338356
42.184265,-78.59874
42.18436,-80.402336
42.184383,-79.60435
42.18466,-80.96353
42.184704,-78.361916
42.184753,-80.13634
42.18476,-79.870346
42.184837,-78.12509
42.185017,-79.10154
42.18587,-80.69753
42.186104,-78.86472
42.186123,-79.36754
42.186695,-80.43154
42.186848,-79.63354
42.18689,-78.6279
42.18691,-80.992744
42.187134,-80.165535
42.187183,-79.899536
42.187366,-78.39107
42.18754,-78.15424
42.187557,-79.130714
42.18816,-80.726746
42.188625,-79.39671
42.188686,-78.89389
42.18903,-80.46075
42.18931,-79.66272
42.189507,-80.19474
42.18951,-78.65706
42.1896,-79.92873
42.190025,-78.42023
42.190098,-79.15989
42.19023,-78.18339
42.190445,-80.75596
42.191124,-79.425896
42.191265,-78.92306
42.191357,-80.48995
42.19176,-79.69191
42.19188,-80.22394
42.192013,-79.957924
42.192123,-78.686226
42.192635,-79.189064
42.192677,-78.44939
42.192726,-80.78518
42.19292,-78.21254
42.193615,-79.455086
42.19368,-80.51916
42.193836,-78.95223
42.19421,-79.7211
42.194244,-80.25314
42.19442,-79.98712
42.194733,-78.715385
42.195004,-80.81439
42.195164,-79.21825
42.195324,-78.47854
42.195587,-78.004845
42.19561,-78.24169
42.195995,-80.54837
42.196102,-79.48427
42.196404,-78.9814
42.1966,-80.28235
42.196655,-79.75029
42.196823,-80.01632
42.197273,-80.84361
42.19734,-78.74455
42.19769,-79.24742
42.197968,-78.507706
42.198288,-78.27085
42.198303,-78.03399
42.19831,-80.57758
42.198586,-79.51345
42.19896,-80.311554
42.198967,-79.010574
42.199097,-79.77949
42.199223,-80.04552
42.19954,-80.872826
42.19994,-78.77372
42.20021,-79.2766
42.200607,-78.536865
42.20062,-80.6068
42.200966,-78.3
42.20102,-78.06314
42.201065,-79.54264
42.20131,-80.34076
42.201527,-79.03975
42.201534,-79.80868
42.201614,-80.07472
42.2018,-80.90205
42.202538,-78.802895
42.202724,-79.305786
42.202923,-80.63601
42.20324,-78.566025
42.203537,-79.57183
42.203636,-78.32916
42.203655,-80.369965
42.203728,-78.09229
42.203964,-79.837875
42.204002,-80.10392
42.204056,-80.93127
42.20408,-79.068924
42.205128,-78.83206
42.20522,-80.66522
42.20524,-79.33497
42.20587,-78.59519
42.205997,-80.39918
42.20601,-79.60102
42.206306,-78.35832
42.20631,-80.960495
42.206387,-80.133125
42.20639,-79.86707
42.206432,-78.121445
42.20663,-79.09811
42.207516,-80.69444
42.207714,-78.86124
42.207745,-79.36416
42.208336,-80.42839
42.208473,-79.63021
42.208496,-78.62436
42.208557,-80.989716
42.208767,-80.16233
42.208813,-79.89627
42.208965,-78.38748
42.209133,-78.1506
42.209175,-79.12729
42.209805,-80.72366
42.210247,-79.39334
42.210297,-78.89041
42.210667,-80.4576
42.21093,-79.65941
42.211113,-78.65353
42.211143,-80.191536
42.21123,-79.92547
42.211624,-78.41664
42.211716,-79.15646
42.21183,-78.179756
42.21209,-80.75288
42.21274,-79.42253
42.212875,-78.919586
42.212994,-80.48682
42.213387,-79.6886
42.213512,-80.22074
42.213642,-79.95467
42.21373,-78.68269
42.21425,-79.185646
42.21428,-78.44581
42.21437,-80.7821
42.21452,-78.208916
42.215237,-79.45172
42.215317,-80.51603
42.215446,-78.94876
42.215836,-79.7178
42.215878,-80.249954
42.21605,-79.98387
42.21634,-78.71187
42.21665,-80.811325
42.216778,-79.214836
42.216927,-78.47497
42.21718,-78.00117
42.217205,-78.23807
42.217636,-80.54524
42.217724,-79.48091
42.218018,-78.977936
42.21824,-80.27916
42.21828,-79.746994
42.218452,-80.01308
42.218918,-80.840546
42.218945,-78.741035
42.219307,-79.24402
42.21957,-78.504135
42.219887,-78.26723
42.2199,-78.03033
42.219948,-80.57446
42.220207,-79.5101
42.22058,-79.00712
42.220592,-80.30837
42.220722,-79.77619
42.22085,-80.04228
42.221184,-80.869774
42.221546,-78.77021
42.221825,-79.27321
42.22221,-78.5333
42.22226,-80.60368
42.222565,-78.296394
42.22261,-78.05948
42.222687,-79.5393
42.222946,-80.337585
42.223137,-79.0363
42.22316,-79.8054
42.223244,-80.07149
42.223446,-80.898994
42.224144,-78.799385
42.224342,-79.30239
42.224564,-80.632904
42.224842,-78.56248
42.22516,-79.56849
42.225235,-78.325554
42.225292,-80.3668
42.225323,-78.08864
42.22559,-79.834595
42.225636,-80.1007
42.225693,-79.06548
42.225704,-80.92822
42.226734,-78.82857
42.226852,-79.33158
42.22686,-80.662125
42.227474,-78.591644
42.22763,-79.59769
42.227634,-80.39602
42.2279,-78.35472
42.227955,-80.95745
42.228016,-79.8638
42.22802,-80.129906
42.228027,-78.1178
42.22824,-79.094666
42.229156,-80.691345
42.229324,-78.85774
42.229362,-79.36077
42.22997,-80.42523
42.230095,-79.626884
42.2301,-78.62082
42.2302,-80.98669
42.2304,-80.15912
42.23044,-79.893005
42.230564,-78.38389
42.23073,-78.14696
42.230785,-79.123856
42.231445,-80.72057
42.231865,-79.38997
42.231907,-78.886925
42.232304,-80.45445
42.232555,-79.65609
42.23272,-78.649994
42.232773,-80.18833
42.232857,-79.92221
42.233223,-78.413055
42.233326,-79.15304
42.23342,-78.17612
42.23373,-80.749794
42.23436,-79.41916
42.23448,-78.91611
42.23463,-80.48367
42.23501,-79.68529
42.23514,-80.217545
42.235268,-79.951416
42.235332,-78.67917
42.235863,-79.18223
42.235878,-78.44222
42.23601,-80.77902
42.236115,-78.205284
42.236855,-79.44836
42.236954,-80.51289
42.237057,-78.94529
42.237457,-79.71449
42.23751,-80.24676
42.23768,-79.98063
42.237946,-78.70834
42.23829,-80.80825
42.23839,-79.21142
42.238525,-78.4714
42.2388,-78.23444
42.239273,-80.542114
42.23934,-79.477554
42.239624,-78.97447
42.23987,-80.27598
42.239906,-79.74369
42.24008,-80.009834
42.24055,-78.737526
42.24056,-80.83748
42.240917,-79.24061
42.24117,-78.50057
42.24148,-78.26361
42.241486,-78.02666
42.241585,-80.57134
42.241825,-79.50675
42.242188,-79.00366
42.242226,-80.3052
42.242348,-79.772896
42.242477,-80.03905
42.242825,-80.866714
42.243153,-78.7667
42.24344,-79.269806
42.24381,-78.52974
42.243896,-80.60056
42.24416,-78.29278
42.2442,-78.05582
42.244305,-79.53595
42.24458,-80.33441
42.244747,-79.032845
42.24478,-79.80211
42.244873,-80.06826
42.245087,-80.89594
42.245747,-78.79588
42.245956,-79.298996
42.2462,-80.62979
42.24644,-78.55892
42.246777,-79.565155
42.24683,-78.32195
42.24691,-78.084984
42.246925,-80.36363
42.247215,-79.831314
42.24726,-80.09747
42.247303,-79.062035
42.247345,-80.92518
42.24834,-78.825066
42.248466,-79.32819
42.248497,-80.65902
42.249073,-78.5881
42.24925,-79.59436
42.249268,-80.39286
42.249496,-78.35112
42.249596,-80.954414
42.24962,-78.11414
42.24964,-79.86053
42.249645,-80.12669
42.24985,-79.091225
42.250793,-80.68825
42.250927,-78.854256
42.250977,-79.35739
42.251602,-80.42208
42.251698,-78.61727
42.251713,-79.62356
42.251846,-80.98365
42.252026,-80.15591
42.252064,-79.88973
42.25216,-78.380295
42.252316,-78.14331
42.252396,-79.120415
42.253082,-80.71748
42.25348,-79.38659
42.25351,-78.88344
42.253937,-80.45131
42.254173,-79.65277
42.25432,-78.646454
42.254402,-80.18513
42.254482,-79.918945
42.254818,-78.40947
42.254936,-79.14961
42.255013,-78.17248
42.25537,-80.74671
42.255974,-79.415794
42.25609,-78.91263
42.256264,-80.48053
42.256626,-79.68198
42.25677,-80.21435
42.256893,-79.94816
42.256935,-78.67564
42.257473,-79.17881
42.257473,-78.438644
42.25765,-80.77595
42.257706,-78.20165
42.25847,-79.44499
42.258587,-80.50976
42.258663,-78.94182
42.25908,-79.71118
42.259136,-80.24357
42.2593,-79.97738
42.259544,-78.70482
42.259926,-80.80518
42.260002,-79.208
42.26012,-78.46782
42.26039,-78.23082
42.260906,-80.53899
42.260956,-79.4742
42.26123,-78.97101
42.261497,-80.27279
42.261524,-79.740395
42.261703,-80.00659
42.26215,-78.73401
42.2622,-80.83442
42.262527,-79.2372
42.262764,-78.497
42.263073,-78.259995
42.263073,-78.02299
42.26322,-80.56822
42.26344,-79.5034
42.263794,-79.0002
42.263855,-80.30202
42.263966,-79.76961
42.264103,-80.03581
42.264465,-80.863655
42.26475,-78.76319
42.26505,-79.2664
42.265404,-78.526184
42.26553,-80.59745
42.26575,-78.28917
42.26579,-78.052155
42.26592,-79.53261
42.26621,-80.33124
42.266354,-79.029396
42.266403,-79.79882
42.2665,-80.06503
42.266727,-80.89289
42.26735,-78.79238
42.267567,-79.2956
42.267834,-80.626686
42.26804,-78.55536
42.268394,-79.56181
42.26842,-78.318344
42.268497,-78.08132
42.268555,-80.360466
42.268833,-79.82803
42.268887,-80.09425
42.26891,-79.058586
42.268982,-80.922134
42.269943,-78.82157
42.27008,-79.32481
42.270134,-80.655914
42.270668,-78.58455
42.270863,-79.59103
